600	3.07	3.78
600	2.96	3.78
600	3	3.75
600	2.87	3.75
650	3.42	4.11
650	3.37	4.11
650	3.37	4.05
650	3.36	4.05
650	3.32	4.02
650	3.27	4.02
650	3.32	4.01
650	3.23	4.01
650	3.31	3.98
650	3.27	3.98
650	3.23	3.97
650	3.22	3.97
650	3.22	3.96
650	3.17	3.96
650	3.18	3.92
650	3.15	3.92
650	3.15	3.91
650	3.16	3.91
650	3.16	3.87
650	3.12	3.87
650	3.12	3.86
650	3.11	3.86
650	3.11	3.83
650	3.07	3.83
650	3.08	3.82
650	3.02	3.82
650	3.06	3.78
650	3.01	3.78
650	3	3.75
650	2.9	3.75
700	3.41	4.11
700	3.36	4.11
700	3.37	4.05
700	3.35	4.05
700	3.36	4.02
700	3.3	4.02
700	3.31	4.01
700	3.31	4.01
700	3.31	3.98
700	3.26	3.98
700	3.26	3.97
700	3.22	3.97
700	3.26	3.96
700	3.22	3.96
700	3.18	3.92
700	3.12	3.92
700	3.16	3.91
700	3.16	3.91
700	3.16	3.87
700	3.15	3.87
700	3.15	3.86
700	3.12	3.86
700	3.11	3.83
700	3.06	3.83
700	3.11	3.82
700	3.05	3.82
700	3.06	3.78
700	3.01	3.78
700	3	3.75
700	2.9	3.75
750	3.41	4.11
750	3.36	4.11
750	3.37	4.05
750	3.35	4.05
750	3.36	4.02
750	3.32	4.02
750	3.31	4.01
750	3.3	4.01
750	3.31	3.98
750	3.28	3.98
750	3.27	3.97
750	3.25	3.97
750	3.22	3.96
750	3.22	3.96
750	3.22	3.92
750	3.16	3.92
750	3.16	3.91
750	3.16	3.91
750	3.17	3.87
750	3.15	3.87
750	3.15	3.86
750	3.12	3.86
750	3.12	3.83
750	3.1	3.83
750	3.1	3.82
750	3.06	3.82
750	3.07	3.78
750	3.01	3.78
750	3.01	3.75
750	2.91	3.75
800	3.41	4.11
800	3.37	4.11
800	3.41	4.05
800	3.36	4.05
800	3.37	4.02
800	3.32	4.02
800	3.35	4.01
800	3.27	4.01
800	3.32	3.98
800	3.27	3.98
800	3.26	3.97
800	3.27	3.97
800	3.23	3.96
800	3.22	3.96
800	3.16	3.92
800	3.17	3.92
800	3.16	3.91
800	3.18	3.91
800	3.18	3.87
800	3.16	3.87
800	3.15	3.86
800	3.12	3.86
800	3.12	3.83
800	3.11	3.83
800	3.1	3.82
800	3.06	3.82
800	3.07	3.78
800	3.02	3.78
800	3.01	3.75
800	2.92	3.75
850	3.41	4.11
850	3.37	4.11
850	3.4	4.05
850	3.36	4.05
850	3.35	4.02
850	3.32	4.02
850	3.31	4.01
850	3.3	4.01
850	3.31	3.98
850	3.3	3.98
850	3.3	3.97
850	3.27	3.97
850	3.26	3.96
850	3.23	3.96
850	3.22	3.92
850	3.16	3.92
850	3.18	3.91
850	3.15	3.91
850	3.17	3.87
850	3.17	3.87
850	3.15	3.86
850	3.15	3.86
850	3.12	3.83
850	3.1	3.83
850	3.11	3.82
850	3.07	3.82
850	3.06	3.78
850	3.01	3.78
850	3	3.75
850	2.95	3.75
900	3.41	4.11
900	3.37	4.11
900	3.36	4.05
900	3.36	4.05
900	3.35	4.02
900	3.32	4.02
900	3.32	4.01
900	3.3	4.01
900	3.31	3.98
900	3.27	3.98
900	3.27	3.97
900	3.26	3.97
900	3.27	3.96
900	3.23	3.96
900	3.17	3.92
900	3.16	3.92
900	3.15	3.91
900	3.15	3.91
900	3.16	3.87
900	3.16	3.87
900	3.13	3.86
900	3.12	3.86
900	3.11	3.83
900	3.11	3.83
900	3.1	3.82
900	3.07	3.82
900	3.05	3.78
900	3.05	3.78
900	2.97	3.75
900	2.95	3.75
950	3.37	4.11
950	3.37	4.11
950	3.36	4.05
950	3.35	4.05
950	3.32	4.02
950	3.31	4.02
950	3.31	4.01
950	3.28	4.01
950	3.28	3.98
950	3.28	3.98
950	3.26	3.97
950	3.25	3.97
950	3.22	3.96
950	3.23	3.96
950	3.21	3.92
950	3.17	3.92
950	3.16	3.91
950	3.16	3.91
950	3.17	3.87
950	3.15	3.87
950	3.12	3.86
950	3.11	3.86
950	3.11	3.83
950	3.11	3.83
950	3.07	3.82
950	3.06	3.82
950	3.02	3.78
950	3.02	3.78
950	2.97	3.75
950	2.95	3.75
1000	3.37	4.11
1000	3.35	4.05
1000	3.31	4.02
1000	3.28	4.01
1000	3.27	3.98
1000	3.23	3.97
1000	3.22	3.96
1000	3.2	3.92
1000	3.17	3.91
1000	3.12	3.87
1000	3.11	3.86
1000	3.07	3.83
1000	3.06	3.82
1000	3.01	3.78
1000	2.92	3.75
