0	4.11	4.11
0	4.03	4.05
0	4.02	4.02
0	4.02	4.01
0	3.98	3.98
0	3.97	3.97
0	3.96	3.96
0	3.92	3.92
0	3.91	3.91
0	3.87	3.87
0	3.86	3.86
0	3.83	3.83
0	3.82	3.82
0	3.78	3.78
0	3.76	3.75
0	3.68	3.68
50	4.03	4.11
50	3.97	4.11
50	3.97	4.05
50	3.97	4.05
50	3.97	4.02
50	3.96	4.02
50	3.96	4.01
50	3.92	4.01
50	3.92	3.98
50	3.91	3.98
50	3.92	3.97
50	3.88	3.97
50	3.91	3.96
50	3.87	3.96
50	3.87	3.92
50	3.83	3.92
50	3.85	3.91
50	3.82	3.91
50	3.82	3.87
50	3.8	3.87
50	3.81	3.86
50	3.77	3.86
50	3.77	3.83
50	3.76	3.83
50	3.76	3.82
50	3.72	3.82
50	3.73	3.78
50	3.67	3.78
50	3.7	3.75
50	3.57	3.75
50	3.62	3.68
100	3.96	4.11
100	3.87	4.11
100	3.91	4.05
100	3.87	4.05
100	3.87	4.02
100	3.86	4.02
100	3.87	4.01
100	3.82	4.01
100	3.83	3.98
100	3.82	3.98
100	3.83	3.97
100	3.78	3.97
100	3.81	3.96
100	3.77	3.96
100	3.78	3.92
100	3.76	3.92
100	3.76	3.91
100	3.72	3.91
100	3.75	3.87
100	3.7	3.87
100	3.72	3.86
100	3.67	3.86
100	3.71	3.83
100	3.66	3.83
100	3.68	3.82
100	3.63	3.82
100	3.66	3.78
100	3.57	3.78
100	3.61	3.75
100	3.47	3.75
100	3.52	3.68
150	3.83	4.11
150	3.76	4.11
150	3.77	4.05
150	3.75	4.05
150	3.77	4.02
150	3.72	4.02
150	3.76	4.01
150	3.71	4.01
150	3.71	3.98
150	3.68	3.98
150	3.71	3.97
150	3.66	3.97
150	3.67	3.96
150	3.63	3.96
150	3.66	3.92
150	3.62	3.92
150	3.63	3.91
150	3.58	3.91
150	3.62	3.87
150	3.56	3.87
150	3.57	3.86
150	3.56	3.86
150	3.57	3.83
150	3.52	3.83
150	3.56	3.82
150	3.51	3.82
150	3.52	3.78
150	3.46	3.78
150	3.48	3.75
150	3.36	3.75
150	3.42	3.68
200	3.66	4.11
200	3.57	4.11
200	3.61	4.05
200	3.56	4.05
200	3.57	4.02
200	3.56	4.02
200	3.58	4.01
200	3.52	4.01
200	3.55	3.98
200	3.51	3.98
200	3.52	3.97
200	3.51	3.97
200	3.51	3.96
200	3.46	3.96
200	3.47	3.92
200	3.42	3.92
200	3.47	3.91
200	3.42	3.91
200	3.46	3.87
200	3.37	3.87
200	3.41	3.86
200	3.38	3.86
200	3.41	3.83
200	3.36	3.83
200	3.37	3.82
200	3.35	3.82
200	3.37	3.78
200	3.31	3.78
200	3.32	3.75
200	3.17	3.75
200	3.26	3.68
250	3.42	4.11
250	3.37	4.11
250	3.41	4.05
250	3.38	4.05
250	3.37	4.02
250	3.37	4.02
250	3.38	4.01
250	3.36	4.01
250	3.37	3.98
250	3.32	3.98
250	3.36	3.97
250	3.28	3.97
250	3.28	3.96
250	3.28	3.96
250	3.28	3.92
250	3.23	3.92
250	3.28	3.91
250	3.18	3.91
250	3.23	3.87
250	3.13	3.87
250	3.18	3.86
250	3.17	3.86
250	3.18	3.83
250	3.18	3.83
250	3.16	3.82
250	3.13	3.82
250	3.16	3.78
250	3.06	3.78
250	3.08	3.75
250	2.93	3.75
250	2.98	3.68
300	3.35	4.11
300	3.27	4.11
300	3.31	4.05
300	3.27	4.05
300	3.27	4.02
300	3.18	4.02
300	3.22	4.01
300	3.16	4.01
300	3.17	3.98
300	3.15	3.98
300	3.16	3.97
300	3.11	3.97
300	3.11	3.96
300	3.07	3.96
300	3.11	3.92
300	3	3.92
300	3.06	3.91
300	3.01	3.91
300	3.05	3.87
300	3	3.87
300	3.02	3.86
300	3.01	3.86
300	3.02	3.83
300	3	3.83
300	2.97	3.82
300	2.95	3.82
300	3	3.78
300	2.86	3.78
300	2.94	3.75
300	2.8	3.75
300	2.82	3.68
350	3.36	4.11
350	3.3	4.11
350	3.32	4.05
350	3.27	4.05
350	3.27	4.02
350	3.23	4.02
350	3.25	4.01
350	3.17	4.01
350	3.21	3.98
350	3.16	3.98
350	3.2	3.97
350	3.17	3.97
350	3.17	3.96
350	3.07	3.96
350	3.11	3.92
350	3.05	3.92
350	3.11	3.91
350	3.02	3.91
350	3.06	3.87
350	3.01	3.87
350	3.05	3.86
350	3.01	3.86
350	3.06	3.83
350	3	3.83
350	3	3.82
350	2.96	3.82
350	3.02	3.78
350	2.93	3.78
350	2.96	3.75
350	2.8	3.75
350	2.87	3.68
400	3.36	4.11
400	3.32	4.11
400	3.35	4.05
400	3.27	4.05
400	3.32	4.02
400	3.25	4.02
400	3.28	4.01
400	3.18	4.01
400	3.22	3.98
400	3.16	3.98
400	3.22	3.97
400	3.15	3.97
400	3.22	3.96
400	3.11	3.96
400	3.18	3.92
400	3.1	3.92
400	3.11	3.91
400	3.05	3.91
400	3.07	3.87
400	3.05	3.87
400	3.05	3.86
400	3.06	3.86
400	3.07	3.83
400	3.02	3.83
400	3.01	3.82
400	3	3.82
400	3.02	3.78
400	2.94	3.78
400	2.96	3.75
400	2.81	3.75
400	2.87	3.68
450	3.37	4.11
450	3.31	4.11
450	3.35	4.05
450	3.3	4.05
450	3.32	4.02
450	3.23	4.02
450	3.27	4.01
450	3.22	4.01
450	3.25	3.98
450	3.17	3.98
450	3.26	3.97
450	3.16	3.97
450	3.21	3.96
450	3.11	3.96
450	3.21	3.92
450	3.12	3.92
450	3.16	3.91
450	3.07	3.91
450	3.1	3.87
450	3.1	3.87
450	3.06	3.86
450	3.06	3.86
450	3.1	3.83
450	3.05	3.83
450	3.05	3.82
450	3.02	3.82
450	3.02	3.78
450	2.96	3.78
450	3	3.75
450	2.82	3.75
500	3.37	4.11
500	3.35	4.11
500	3.36	4.05
500	3.3	4.05
500	3.32	4.02
500	3.27	4.02
500	3.3	4.01
500	3.26	4.01
500	3.27	3.98
500	3.22	3.98
500	3.27	3.97
500	3.18	3.97
500	3.22	3.96
500	3.16	3.96
500	3.18	3.92
500	3.15	3.92
500	3.16	3.91
500	3.1	3.91
500	3.11	3.87
500	3.05	3.87
500	3.12	3.86
500	3.06	3.86
500	3.08	3.83
500	3.05	3.83
500	3.06	3.82
500	3.02	3.82
500	3.06	3.78
500	2.96	3.78
500	3	3.75
500	2.85	3.75
550	3.4	4.11
550	3.35	4.11
550	3.35	4.05
550	3.31	4.05
550	3.33	4.02
550	3.3	4.02
550	3.31	4.01
550	3.26	4.01
550	3.27	3.98
550	3.22	3.98
550	3.26	3.97
550	3.16	3.97
550	3.22	3.96
550	3.17	3.96
550	3.17	3.92
550	3.11	3.92
550	3.16	3.91
550	3.16	3.91
550	3.11	3.87
550	3.11	3.87
550	3.07	3.86
550	3.08	3.86
550	3.11	3.83
550	3.06	3.83
550	3.05	3.82
550	3.03	3.82
550	3.06	3.78
550	2.97	3.78
550	3	3.75
550	2.87	3.75
600	3.38	4.11
600	3.36	4.11
600	3.36	4.05
600	3.31	4.05
600	3.36	4.02
600	3.3	4.02
600	3.31	4.01
600	3.23	4.01
600	3.28	3.98
600	3.26	3.98
600	3.27	3.97
600	3.18	3.97
600	3.22	3.96
600	3.18	3.96
600	3.17	3.92
600	3.16	3.92
600	3.15	3.91
600	3.15	3.91
600	3.16	3.87
600	3.11	3.87
600	3.13	3.86
600	3.07	3.86
600	3.11	3.83
600	3.06	3.83
600	3.08	3.82
600	3.02	3.82
